Repository URL,Star Count,Algorithm
https://github.com/IsolationKernel/Codes,46,iforest
https://github.com/nidhiahl/iso-Forest,0,iforest
https://github.com/sahandha/eif,419,iforest
https://github.com/GaloisInc/adapt,4,iforest
https://github.com/david-cortes/isotree,167,iforest
https://github.com/cuberite/cuberite,4773,iforest
https://github.com/gravesee/isofor,65,iforest
https://github.com/yanmin-wu/EAO-SLAM,337,iforest
https://github.com/rathena/rathena,2627,iforest
https://github.com/vbfnlo/vbfnlo,10,iforest
https://github.com/ankane/isotree-ruby,28,iforest
https://github.com/facebook/redex,5944,iforest
https://github.com/caveman2cosmos/Caveman2Cosmos,51,iforest
https://github.com/PacktPublishing/Hands-on-Machine-learning-with-C-Second-Edition,5,iforest
https://github.com/madgraph5/madgraph4gpu,26,iforest
https://github.com/petrkovac/iforest,18,iforest
https://github.com/classner/fertilized-forests,35,iforest
https://github.com/y3nr1ng/Decision-Tree,0,iforest
https://github.com/tadeze/pyad,0,iforest
https://github.com/fr1tz/terminal-overload,79,iforest
https://github.com/rAthenaCN/rAthenaCN,121,iforest
https://github.com/cran/isotree,0,iforest
https://github.com/strigazi/athena,0,iforest
https://github.com/ChenJiahao031008/EAO-Fusion,14,iforest
https://github.com/AlexanderGrant1/OpenGL-Bonfire,1,iforest
https://github.com/CmsHI/HiForestAnalysis,2,iforest
https://github.com/cms-sw/cmssw,987,iforest
https://github.com/PandasWS/Pandas,128,iforest
https://github.com/LandSandBoat/server,227,iforest
https://github.com/blawar/ooot,690,iforest
https://github.com/Yusuf-Manjra/athena,0,iforest
https://github.com/gamestabled/OoT3D_Randomizer,184,iforest
https://github.com/CmsHI/CVS_SavedFMa,0,iforest
https://github.com/palatej/iforests,0,iforest
https://github.com/AuYang261/DNS_tunnel,1,iforest
https://github.com/akhikolla/testpackages,7,iforest
https://github.com/HarbourMasters/Shipwright,2477,iforest
https://github.com/pinchunchou/ZHadron,0,iforest
https://github.com/TINY-KE/active_object_slam,4,iforest
https://github.com/GuillaumeStaermanML/FIF,20,iforest
https://github.com/fdreyer/proVBFH,1,iforest
https://github.com/harrypuuter/tp1,0,iforest
https://github.com/XiaoHan-Git/RO-MAP,86,iforest
https://github.com/Marenz/EnemyNations,9,iforest
https://github.com/hep-mirrors/POWHEG-BOX,0,iforest
https://github.com/rkunnawa/usercode,1,iforest
https://github.com/webaverse-studios/webaverse,36,iforest
https://github.com/CmsHI/CVS_CmsHi,0,iforest
https://github.com/BicunXu/Isolation_Kernels,8,iforest
https://github.com/siddiqmd/FeedbackIsolationForest,27,iforest
https://github.com/RagnaSplash/ProjetoRO,1,iforest
https://github.com/WeSavetheKids/Emperione,0,iforest
https://github.com/jonpol01/loneRO,0,iforest
https://github.com/Rytech2/4CrAM-Open,26,iforest
https://github.com/tungbach1990/rathena4th,1,iforest
https://github.com/vietlubu/4cram_4th_jobs,0,iforest
https://github.com/Enighander/rathena-custom,0,iforest
https://github.com/TINY-KE/active_object_fusion,0,iforest
https://github.com/rolandjansky/athena,0,iforest
https://github.com/hep-mirrors/POWHEG-BOX-V2-User-Processes,0,iforest
https://github.com/korkeng/serverep17,0,iforest
https://github.com/eucleast/rathena,0,iforest
https://github.com/WeSavetheKids/Elulands-Server,3,iforest
https://github.com/SethAzix/rAthena-hAzix,0,iforest
https://github.com/yonlu/crokro-4th,0,iforest
https://github.com/webaverse/app-wasm,10,iforest
https://github.com/webaverse-studios/avatars-wasm,2,iforest
https://github.com/webaverse/physics-wasm,0,iforest
https://github.com/Gyakobo/app-wasm,1,iforest
https://github.com/CmsHI/HFVoronoiCalibration,0,iforest
https://github.com/Casual-Ragnarok/ro-single-server,74,iforest
https://github.com/satoshinm/CuberiteForge,4,iforest
https://github.com/ori-drs/digiforest_drs,0,iforest
https://github.com/2022admfb/4CrAM,0,iforest
https://github.com/ffxinfinity/ffxinfinity,3,iforest
https://github.com/MiladInk/bioinformatics_project,0,iforest
https://github.com/HakkaTjakka/MinecraftWorldEditor,8,iforest
https://github.com/jniedzie/LightByLight2018,1,iforest
https://github.com/Schaedelschaden/CalderaLSB-Live,0,iforest
https://github.com/bjoernvoss/RNAHeliCes,1,iforest
https://github.com/JoelHaubold/multi-robot-motion-planning,0,iforest
https://github.com/wisny101/Windows-Server-2003-Source,6,iforest
https://github.com/bi-ran/photons,1,iforest
https://github.com/sctnightcore/Gepard-SRC-LGP,0,iforest
https://github.com/CesarBernardes/IC-HIN-UFRGS,0,iforest
https://github.com/kflog-project/Cumulus,16,iforest
https://github.com/tongzx/nt5src,405,iforest
https://github.com/DenysGusti/G4M,1,iforest
https://github.com/4ustinF/SageEngine,0,iforest
https://github.com/CmsHI/CVS_yinglu,1,iforest
https://github.com/yenjie/ZJet,0,iforest
https://github.com/BadBehavior/BadBehavior_T3D,10,iforest
https://github.com/dmsylvio/ragnarok,0,iforest
https://github.com/TINY-KE/VP-SOM,1,iforest
https://github.com/teazrq/RLT,10,iforest
https://github.com/Caelic/eden-commit,0,iforest
https://github.com/magnusstubman/dll-exports,80,iforest
https://github.com/JeffersonLab/BDXEventGenerator,0,iforest
https://github.com/GdC-Framework/CPC_MapFix,0,iforest
https://github.com/JeffersonLab/hps-mc,1,iforest
https://github.com/Admin-Linux/rathena-pt-br,3,iforest
https://github.com/Waterdish/Shipwright-Android,63,iforest
https://github.com/marcocecca00/VBFHiggs_cc,0,iforest
https://github.com/MaressaHelena/SEMIC_2023,0,iforest
https://github.com/FHead/PhysicsHIJetMass,0,iforest
https://github.com/FHead/PhysicsHIJetSDCount,0,iforest
https://github.com/xXNembiXx/ScriptDev2_333,2,iforest
https://github.com/FHead/PhysicsPAPreparation2016,0,iforest
https://github.com/mg5amcnlo/mg5amcnlo,47,iforest
https://github.com/HEPcodes/MG5_aMC,1,iforest
https://github.com/restrepo/madgraph,8,iforest
https://github.com/olvrcrls/oRO,0,iforest
https://github.com/hitaloalesana/BRO-rathena,1,iforest
https://github.com/filipevale/chocoro,0,iforest
https://github.com/lasanamilton/ragnarokonline,0,iforest
https://github.com/Ibvt/RNAliHeliCes,1,iforest
https://github.com/KernelPanic-OpenSource/Win2K3_NT_admin,1,iforest
https://github.com/lolfxx5/modern-haha,0,iforest
https://github.com/sagpant/rathena,0,iforest
https://github.com/daanhenke/openz64,0,iforest
https://github.com/edoRemelli/hand-seg-rdf,11,iforest
https://github.com/alisw/MadGraph,0,iforest
https://github.com/oliviermattelaer/mg5amc_test,1,iforest
https://github.com/cvuosalo/MuonCollider,0,iforest
https://github.com/Ceebs93/THDM_T3PS_scanner,3,iforest
https://github.com/madnklo/madnklo,1,iforest
https://github.com/khurtado/MG5_aMC,0,iforest
https://github.com/bendavid/MadGraph5_aMC-NLO,1,iforest
https://github.com/DaniilSu/madgraph5,0,iforest
https://github.com/PacktPublishing/Hands-On-Machine-Learning-with-CPP,345,iforest
https://github.com/MKesenheimer/weakinos,2,iforest
https://github.com/selfrender/Windows-Server-2003,121,iforest
https://github.com/ValHaris/asc-hq,32,iforest
https://github.com/cesarotti/Dark-Photons,0,iforest
https://github.com/mverwe/diall,0,iforest
https://github.com/JoanRuspira/ragnarok,2,iforest
https://github.com/KujataReborn/Kujata-Reborn,1,iforest
https://github.com/Fimbulwinter/Fimbulwinter,7,iforest
https://github.com/wabiverse/UnrealEngine,16,iforest
https://github.com/Mu-L/TracerInteractiveUE4Plugins,13,iforest
https://github.com/heimskr/game3,11,iforest
https://github.com/nickh2000/LQ_Research,1,iforest
https://github.com/number201724/ERebuilder,14,iforest
https://github.com/jpearkes/madgraph_ssi,0,iforest
https://github.com/bryanveloso/enyxsis-server,0,iforest
https://github.com/samcaf/BeamDumpBSM,0,iforest
https://github.com/Winterleaf/OmniEngine.Net,19,iforest
https://github.com/ufwt/windows-XP-SP1,45,iforest
https://github.com/lopezzot/DREMTubes,6,iforest
https://github.com/GdC-Framework/GdC_ww2,0,iforest
https://github.com/HumanGamer/MB-Torque3D-4.0.1,0,iforest
https://github.com/yenjie/dijetEtaPPPPb,0,iforest
https://github.com/Tasssadar/catcore,3,iforest
https://github.com/FHead/PhysicsPPPreparation2017,0,iforest
https://github.com/xfurry/custom_sd2,2,iforest
https://github.com/omar-moreno/hps-mg,0,iforest
https://github.com/jiubanlo/WinNT5_src_20201004,15,iforest
https://github.com/eyvindn/MMAPS-madgraph,0,iforest
https://github.com/chenyong2github/UnrealEngine,19,iforest
https://github.com/apesquared/UE_5_1_SRC,1,iforest
https://github.com/Khayoon/UE5-Mirror,0,iforest
https://github.com/ngminteck/UnrealSourceCPlusPlusTutorial,1,iforest
https://github.com/ouczbs/UE4,0,iforest
https://github.com/jere53/JFJCompiler,0,iforest
https://github.com/sungy20/music_player,1,iforest
https://github.com/sammeepay/immortal-ro-renewal,2,iforest
https://github.com/xfurry/ScriptDev2_2010,4,iforest
https://github.com/AntonSafr96/Anton-RPA,0,iforest
https://github.com/restrepo/SimplifiedDM-SSSFDM-Toolbox,2,iforest
https://github.com/restrepo/Zee-Toolbox,0,iforest
https://github.com/yizhizhede/MOEATSD,1,iforest
https://github.com/zeldaret/botw,1369,iforest
https://github.com/ChrisCalef/T3DTerrainMaster,8,iforest
https://github.com/Carlreedme/Sakray,9,iforest
https://github.com/TabulaRasaXI/TabulaRasa,5,iforest
https://github.com/Pihro/tmwa-current,0,iforest
https://github.com/rkunnawa/Thrust,0,iforest
https://github.com/Bobbias/EnemyNations,1,iforest
https://github.com/CmsHI/HiForestProduction,1,iforest
https://github.com/f1rpo/RoM-AND,0,iforest
https://github.com/Areloch/T3DCleanHistory,0,iforest
https://github.com/NIGHTBROOD/NIGHTBROODBeta,1,iforest
https://github.com/CmsHI/ElectroWeak-Jet-Track-Analyses,1,iforest
https://github.com/FHead/PhysicsHIJetRAA2018,0,iforest
https://github.com/open-ead/uking,7,iforest
https://github.com/Pistonight/botw-igd,1,iforest
https://github.com/sueszli/vector-database-benchmark,3,iforest
https://github.com/KernelPanic-OpenSource/Win2K3_NT_ds,1,iforest
https://github.com/Winterleaf/DNT-Torque3D-V1.1-MIT-3.0,2,iforest
https://github.com/peterclemenko/Forque3D-FPSTutorial,4,iforest
https://github.com/John3/T3D_GMK_BULLET,0,iforest
https://github.com/TorqueGameEngines/FPS-Tutorial,0,iforest
https://github.com/Cronus-Emulator/-SOCERO-emulador,1,iforest
https://github.com/hydekyle/TacoronteRO,0,iforest
https://github.com/rkunnawa/CMSRun2Analysis,0,iforest
https://github.com/Winterleaf/DNT-Torque3D-V1.1,3,iforest
https://github.com/tarowatanabe/cicada,39,iforest
https://github.com/matthewdan29/MLwithC,0,iforest
https://github.com/pudy248/NoitaSeedSearcherCUDA,8,iforest
https://github.com/sequencing/EAGLE,32,iforest
https://github.com/webaverse/procgen-wasm,0,iforest
https://github.com/CmsHI/gammaJetAnalysis,0,iforest
https://github.com/YgorCastor/gadev,1,iforest
https://github.com/Crumbtray/WarGames,0,iforest
https://github.com/Daniel4rt/rA-Scripts-Projects,0,iforest
https://github.com/mhostert/Mu2eExotica,0,iforest
https://github.com/nyaanch/hpp,0,iforest
https://github.com/hbharadwaj/HeavyIonAnalysis,0,iforest
https://github.com/benchun123/object-based-loop-closure,8,iforest
https://github.com/darvisgalka/Darvis,0,iforest
https://github.com/claytoniousfunk/bJetMuonTaggingAnalysis,1,iforest
https://github.com/jusaviin/energyEnergyCorrelatorAnalysis,0,iforest
https://github.com/TorqueGameEngines/Torque3D,1213,iforest
https://github.com/CmsHI/CentralityRun2,0,iforest
https://github.com/leecher227/scriptdev2,2,iforest
https://github.com/zhly0/isolation-forest,4,iforest
https://github.com/TorqueGameEngines/Addon-GMK,0,iforest
https://github.com/RoundedIcon/T3D-MIT-GMK-Port,1,iforest
https://github.com/lukaspj/MyoT3DDevelopment,0,iforest
https://github.com/WorldExecute/fuzzer,2,iforest
https://github.com/CmsHI/photonHadron2014,0,iforest
https://github.com/KujataReborn/Project-Kujata,0,iforest
https://github.com/boundino/phoDcorrRun2018,0,iforest
https://github.com/Aeltorian/mods,0,iforest
https://github.com/tasheng/Ecal_study,0,iforest
https://github.com/fmidev/smartmet-library-newbase,0,iforest
https://github.com/TorqueGameEngines/Addon-3DAAK,1,iforest
https://github.com/mpietarin/qdtools_for_windows,0,iforest
