Filename,Mode,MatvR,MatvR_Percentage,RvSk,RvSk_Percentage,MatvSk,MatvSk_Percentage,r_tp_m_fn,r_tp_m_fn_per,r_tn_m_fp,r_tn_m_fp_per,m_tp_r_fn,m_tp_r_fn_per,m_tn_r_fp,m_tn_r_fp_per,s_tp_r_fn,s_tp_r_fn_per,s_tn_r_fp,s_tn_r_fp_per,r_tp_s_fn,r_tp_s_fn_per,r_tn_s_fp,r_tn_s_fp_per,s_tp_m_fn,s_tp_m_fn_per,s_tn_m_fp,s_tn_m_fp_per,m_tp_s_fn,m_tp_s_fn_per,m_tn_s_fp,m_tn_s_fp_per
CastMetal1,Default,220,0.672782874617737,217,0.6636085626911316,3,0.009174311926605505,0,0.0,31,0.9117647058823529,189,0.6823104693140795,0,0.0,188,0.6811594202898551,0,0.0,0,0.0,29,0.8529411764705882,0,0.0,2,0.4,1,0.0036101083032490976,0,0.0
CastMetal1,Mod,1,0.0030581039755351682,1,0.0030581039755351682,0,0.0,0,0.0,0,0.0,1,0.0036231884057971015,0,0.0,1,0.0036231884057971015,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
CostaMadre1,Default,205,0.6925675675675675,200,0.6756756756756757,5,0.016891891891891893,0,0.0,31,0.9393939393939394,174,0.6904761904761905,0,0.0,171,0.6867469879518072,0,0.0,0,0.0,29,0.8787878787878788,0,0.0,2,0.5,3,0.011904761904761904,0,0.0
CostaMadre1,Mod,1,0.0033783783783783786,1,0.0033783783783783786,0,0.0,0,0.0,0,0.0,1,0.004016064257028112,0,0.0,1,0.004016064257028112,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
KnuggetChase3,Default,141,0.7268041237113402,126,0.6494845360824743,15,0.07731958762886598,0,0.0,28,0.9333333333333333,113,0.7290322580645161,0,0.0,105,0.7142857142857143,0,0.0,0,0.0,21,0.7,0,0.0,7,0.7777777777777778,8,0.05161290322580645,0,0.0
KnuggetChase3,Mod,1,0.005154639175257732,1,0.005154639175257732,0,0.0,0,0.0,0,0.0,1,0.006802721088435374,0,0.0,1,0.006802721088435374,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
KungChi3,Default,88,0.7154471544715447,84,0.6829268292682927,4,0.032520325203252036,0,0.0,13,0.8125,75,0.7211538461538461,0,0.0,71,0.71,0,0.0,0,0.0,13,0.8125,0,0.0,0,0.0,4,0.038461538461538464,0,0.0
KungChi3,Mod,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
MeanWhile1,Default,169,0.6679841897233202,167,0.6600790513833992,2,0.007905138339920948,0,0.0,19,0.9047619047619048,150,0.6818181818181818,0,0.0,148,0.6788990825688074,0,0.0,0,0.0,19,0.9047619047619048,0,0.0,0,0.0,2,0.00909090909090909,0,0.0
MeanWhile1,Mod,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
MegaWatt1,Default,169,0.6679841897233202,167,0.6600790513833992,2,0.007905138339920948,0,0.0,19,0.9047619047619048,150,0.6818181818181818,0,0.0,148,0.6788990825688074,0,0.0,0,0.0,19,0.9047619047619048,0,0.0,0,0.0,2,0.00909090909090909,0,0.0
MegaWatt1,Mod,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
PieChart1,Default,434,0.6156028368794326,428,0.6070921985815603,6,0.00851063829787234,0,0.0,39,0.9069767441860465,395,0.6240126382306477,0,0.0,390,0.6210191082802548,0,0.0,0,0.0,38,0.8837209302325582,0,0.0,1,0.2,5,0.007898894154818325,0,0.0
PieChart1,Mod,2,0.0028368794326241137,2,0.0028368794326241137,0,0.0,0,0.0,0,0.0,2,0.0031847133757961785,0,0.0,2,0.0031847133757961785,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
PieChart2,Default,444,0.5959731543624162,420,0.5637583892617449,24,0.032214765100671144,0,0.0,12,0.9230769230769231,432,0.6,0,0.0,409,0.5868005738880918,0,0.0,0,0.0,11,0.8461538461538461,0,0.0,1,0.5,23,0.03194444444444444,0,0.0
PieChart2,Mod,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
PieChart3,Default,699,0.649025069637883,686,0.6369545032497679,13,0.012070566388115135,0,0.0,87,1.0,612,0.652452025586354,0,0,602,0.6487068965517241,0,0.0,0,0.0,84,0.9655172413793104,0,0.0,3,1.0,10,0.010660980810234541,0,0
PieChart3,Mod,1,0.0009285051067780873,1,0.0009285051067780873,0,0.0,1,0.001076426264800861,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.001076426264800861,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
PizzaCutter1,Default,402,0.6081694402420574,399,0.6036308623298033,3,0.0045385779122541605,0,0.0,38,0.95,364,0.6046511627906976,0,0.0,362,0.6033333333333334,0,0.0,0,0.0,37,0.925,0,0.0,1,0.3333333333333333,2,0.0033222591362126247,0,0.0
PizzaCutter1,Mod,2,0.0030257186081694403,2,0.0030257186081694403,0,0.0,0,0.0,0,0.0,2,0.0033333333333333335,0,0.0,2,0.0033333333333333335,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
PizzaCutter3,Default,674,0.6462128475551294,663,0.6356663470757431,11,0.010546500479386385,0,0.0,87,1.0,587,0.6429353778751369,0,0,579,0.6397790055248619,0,0.0,0,0.0,84,0.9655172413793104,0,0.0,3,1.0,8,0.008762322015334063,0,0
PizzaCutter3,Mod,1,0.0009587727708533077,1,0.0009587727708533077,0,0.0,1,0.0011037527593818985,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0011037527593818985,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
analcatdata_apnea1,Default,304,0.64,304,0.64,0,0.0,0,0.0,58,1.0,246,0.5942028985507246,0,0,246,0.5942028985507246,0,0,0,0.0,58,1.0,0,0.0,0,0,0,0.0,0,0
analcatdata_apnea1,Mod,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0
analcatdata_apnea2,Default,304,0.64,304,0.64,0,0.0,0,0.0,62,1.0,242,0.5888077858880778,0,0,242,0.5888077858880778,0,0,0,0.0,62,1.0,0,0.0,0,0,0,0.0,0,0
analcatdata_apnea2,Mod,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0
analcatdata_apnea3,Default,288,0.64,288,0.64,0,0.0,0,0.0,53,1.0,235,0.5949367088607594,0,0,235,0.5949367088607594,0,0,0,0.0,53,1.0,0,0.0,0,0,0,0.0,0,0
analcatdata_apnea3,Mod,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0
analcatdata_challenger,Default,84,0.6086956521739131,72,0.5217391304347826,12,0.08695652173913043,0,0.0,5,1.0,79,0.6422764227642277,0,0,68,0.6071428571428571,0,0.0,0,0.0,4,0.8,0,0.0,1,1.0,11,0.08943089430894309,0,0
analcatdata_challenger,Mod,0,0.0,12,0.08695652173913043,12,0.08695652173913043,0,0.0,0,0.0,0,0.0,0,0.0,12,0.10714285714285714,0,0.0,0,0.0,0,0.0,12,0.10714285714285714,0,0.0,0,0.0,0,0.0
analcatdata_chlamydia,Default,60,0.6,60,0.6,0,0.0,0,0.0,8,1.0,52,0.6419753086419753,0,0,52,0.6419753086419753,0,0,0,0.0,8,1.0,0,0.0,0,0,0,0.0,0,0
analcatdata_chlamydia,Mod,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0
analcatdata_lawsuit,Default,189,0.7159090909090909,179,0.678030303030303,10,0.03787878787878788,0,0.0,19,1.0,170,0.6995884773662552,0,0,164,0.6919831223628692,0,0.0,0,0.0,15,0.7894736842105263,0,0.0,4,1.0,6,0.024691358024691357,0,0
analcatdata_lawsuit,Mod,1,0.003787878787878788,1,0.003787878787878788,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0
analcatdata_neavote,Default,49,0.49,49,0.49,0,0.0,0,0.0,4,1.0,45,0.4838709677419355,0,0,45,0.4838709677419355,0,0,0,0.0,4,1.0,0,0.0,0,0,0,0.0,0,0
analcatdata_neavote,Mod,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0
annthyroid,Default,5725,0.7951388888888888,5507,0.7648611111111111,218,0.03027777777777778,0,0.0,482,0.9563492063492064,5243,0.7918743392236822,0,0.0,5095,0.7871157114166538,0,0.0,0,0.0,412,0.8174603174603174,0,0.0,70,0.7608695652173914,148,0.022353118864219906,0,0.0
annthyroid,Mod,17,0.002361111111111111,17,0.002361111111111111,0,0.0,10,0.0015432098765432098,0,0.0,3,0.0004634636181059787,4,0.043478260869565216,3,0.0004634636181059787,4,0.043478260869565216,10,0.0015432098765432098,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
appendicitis,Default,83,0.7830188679245284,74,0.6981132075471698,9,0.08490566037735849,0,0.0,18,0.9473684210526315,65,0.7738095238095238,0,0.0,56,0.7466666666666667,0,0.0,0,0.0,18,0.9473684210526315,0,0.0,0,0.0,9,0.10714285714285714,0,0.0
appendicitis,Mod,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ar1,Default,85,0.7024793388429752,78,0.6446280991735537,7,0.05785123966942149,0,0.0,5,0.5555555555555556,80,0.8333333333333334,0,0.0,73,0.8202247191011236,0,0.0,0,0.0,5,0.5555555555555556,0,0.0,0,0.0,7,0.07291666666666667,0,0.0
ar1,Mod,1,0.008264462809917356,2,0.01652892561983471,1,0.008264462809917356,1,0.011235955056179775,0,0.0,0,0.0,0,0.0,1,0.011235955056179775,0,0.0,1,0.011235955056179775,0,0.0,1,0.011235955056179775,0,0.0,0,0.0,0,0.0
ar3,Default,24,0.38095238095238093,21,0.3333333333333333,3,0.047619047619047616,0,0.0,2,0.25,22,0.55,0,0.0,19,0.5135135135135135,0,0.0,0,0.0,2,0.25,0,0.0,0,0.0,3,0.075,0,0.0
ar3,Mod,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ar4,Default,78,0.7289719626168224,71,0.6635514018691588,7,0.06542056074766354,0,0.0,12,0.6,66,0.7857142857142857,0,0.0,61,0.7721518987341772,0,0.0,0,0.0,10,0.5,0,0.0,2,0.2,5,0.05952380952380952,0,0.0
