Filename,Mode,AvgTimeElapsed,Flipped,FlippedPercentage,RunNumber50p,AvgFlippedPerRun,AvgFlippedPerRunPercentage,ti_fo_per_all,to_fi_per_all,ti_fo_per_avg,to_fi_per_avg
CastMetal1,Default,0.00376944008,0,0.0,-1,0,0,0,0,0,0
CastMetal1,Optimal,0.0009702625400000001,0,0.0,-1,0,0,0,0,0,0
CostaMadre1,Default,0.0010046192,0,0.0,-1,0,0,0,0,0,0
CostaMadre1,Optimal,0.0009123008399999999,0,0.0,-1,0,0,0,0,0,0
KnuggetChase3,Default,0.0008231884400000001,0,0.0,-1,0,0,0,0,0,0
KnuggetChase3,Optimal,0.0007840283199999999,0,0.0,-1,0,0,0,0,0,0
KungChi3,Default,0.0007041575799999999,0,0.0,-1,0,0,0,0,0,0
KungChi3,Optimal,0.00068129672,0,0.0,-1,0,0,0,0,0,0
MeanWhile1,Default,0.0008713300000000001,0,0.0,-1,0,0,0,0,0,0
MeanWhile1,Optimal,0.00080120168,0,0.0,-1,0,0,0,0,0,0
MegaWatt1,Default,0.0009571791,0,0.0,-1,0,0,0,0,0,0
MegaWatt1,Optimal,0.0008876541999999998,0,0.0,-1,0,0,0,0,0,0
PieChart1,Default,0.0013407116400000001,0,0.0,-1,0,0,0,0,0,0
PieChart1,Optimal,0.0013166816799999998,0,0.0,-1,0,0,0,0,0,0
PieChart2,Default,0.0013371833,0,0.0,-1,0,0,0,0,0,0
PieChart2,Optimal,0.00130041162,0,0.0,-1,0,0,0,0,0,0
PieChart3,Default,0.0017853142,0,0.0,-1,0,0,0,0,0,0
PieChart3,Optimal,0.0016958782999999997,0,0.0,-1,0,0,0,0,0,0
PizzaCutter1,Default,0.0013105149799999998,0,0.0,-1,0,0,0,0,0,0
PizzaCutter1,Optimal,0.0013457724999999998,0,0.0,-1,0,0,0,0,0,0
PizzaCutter3,Default,0.00179921836,0,0.0,-1,0,0,0,0,0,0
PizzaCutter3,Optimal,0.0018135875000000001,0,0.0,-1,0,0,0,0,0,0
analcatdata_apnea1,Default,0.09566826500000002,0,0.0,-1,0,0,0,0,0,0
analcatdata_apnea1,Optimal,0.022991097440000004,0,0.0,-1,0,0,0,0,0,0
analcatdata_apnea2,Default,0.08851612174,0,0.0,-1,0,0,0,0,0,0
analcatdata_apnea2,Optimal,0.02251686088,0,0.0,-1,0,0,0,0,0,0
analcatdata_apnea3,Default,0.08788318413999999,0,0.0,-1,0,0,0,0,0,0
analcatdata_apnea3,Optimal,0.021698065,0,0.0,-1,0,0,0,0,0,0
analcatdata_challenger,Default,0.0005877174999999999,0,0.0,-1,0,0,0,0,0,0
analcatdata_challenger,Optimal,0.00052702744,0,0.0,-1,0,0,0,0,0,0
analcatdata_chlamydia,Default,0.02127001996,0,0.0,-1,0,0,0,0,0,0
analcatdata_chlamydia,Optimal,0.004826717499999999,0,0.0,-1,0,0,0,0,0,0
analcatdata_lawsuit,Default,0.00054321822,0,0.0,-1,0,0,0,0,0,0
analcatdata_lawsuit,Optimal,0.0005650241800000001,0,0.0,-1,0,0,0,0,0,0
analcatdata_neavote,Default,0.00056008754,0,0.0,-1,0,0,0,0,0,0
analcatdata_neavote,Optimal,0.00053048084,0,0.0,-1,0,0,0,0,0,0
annthyroid,Default,0.16783333088,6,0.0008333333333333334,3,1.6742857142857144,0.00023253968253968255,0.0009000900090009,0.0,0.0002511679739402512,0.0
annthyroid,Optimal,0.016012479160000002,0,0.0,-1,0,0,0,0,0,0
appendicitis,Default,0.07096132758000001,15,0.14150943396226415,1,3.4106122448979592,0.032175587216018486,0.17647058823529413,0.0,0.04012484993997599,0.0
appendicitis,Optimal,0.00118308004,0,0.0,-1,0,0,0,0,0,0
